附件13,,,,,,,,,,,,
中国电信移动网153H汇总表（截至2018年第四批.此表仅用于终端配置使用，不作为网络、IT相关配置依据）,,,,,,,,,,,,
省份,城市,城市区号,1530,1531,1532,1533,1534,1535,1536,1537,1538,1539
山西,大同,352,342、352,,,107、302、352、362,072-075、352,,452、462、472、482,,342、352、362、682、692、852,252、265
山西,阳泉,353,343、353,,,303、353、363,076-078,,453、463、473,,353、363、673、683、693、853,253、267
山西,长治,355,345、355,,,345、355,083-085、355,,455、465、475、485、495,,345、355、365、685、695、855,255
山西,晋城,356,346、356,,,346、356,086-088、356,,456、466、476、486,,356、366、676、686、696、856,256、266
山西,临汾,357,347、357,,,307-308、347-348、357、367,089-092、357,,457、467、477、487、497,,347、357、367、677、687、697、857,257
山西,运城,359,359,,,304、306、309、359、369,096-099、359,,484、489-490、498-499,,359、369、672、679、689、859,259
山西,晋中,354,344、354,,,305、344、354,079-082、344、346、354,,454、464、474、488,,344、354、364、684、694、854,254、268
山西,吕梁,358,348、358,,,358,093-095、358,,458、468、478,,348、358、368、678、698、858,258、264
内蒙古,呼和浩特,471,471,,600-609、671,103、271、281、291、471、555-558,411,283-285、287、480-489,,471,471、481、483、971、980-982,111-118、471
内蒙古,通辽,475,475,,675,275、297-299、475、492-497,405-408,,,475、484-485、496-497,475、975,475
内蒙古,鄂尔多斯,477,477,,677、693-699,277、284-287、477、553-554、567,400-404,288、492-494、498-499,,477、490-495、499,477、488-489、977、983-989,125-127、477
内蒙古,阿拉善盟,483,,,,483,409,,,483,,
内蒙古,兴安盟,482,,,682,282、482、484-486、562,424-425,282,,481-482,482,108-109、128-129
内蒙古,锡林郭勒,479,479,,679,279、479、569,418-419,,,479、486、489、498,479、979,479
内蒙古,巴彦淖尔,478,478,,678,278、288-289、478、487-489、498-499、561、568,426-429,,,465、478、480,478、978,106-107、478
内蒙古,赤峰,476,476,,676、683-689,276、294-296、476、565-566,412-417,,,466、476,476、976,104-105、123-124、476
内蒙古,乌兰察布,474,474,,674、681,274、283、474、564,423,281、286,,467-469、474,474、974,122、474
内蒙古,呼伦贝尔,470,470,,670、680,270、280、290、470、480-481、490-491、560,420-421,280,,460-462、470,470、480、970,110、119、470
内蒙古,包头,472,472,,672、690-692,272、292-293、472、550-552、559,422,289、490-491、495-497,,472、487-488,472、484-487、972,100-103、120-121、472
内蒙古,乌海,473,473,,673,273、473、563,410,,,463-464、473,473、973,473
吉林,长春,431,430-431、440-448,,630-631、640-642,060-061、110,430-431、436-437,450-452,,,,
吉林,吉林,432,432,,632,070-077,,460-462、470,,,,
吉林,延边,433,433,,633、643,063,432-433、438,453-455、471-472,,,,
吉林,四平,434,434、449,,,064-067,,463-464、473,,,,
吉林,通化,435,435,,634-635、644-646,068-069,434-435、439,465-466,,,,
吉林,白城,436,436,,636,078-079,,456-457、474-475,,,,
吉林,辽源,437,437,,647,,,467,,,,
吉林,松原,438,438,,637-639、648-649,062,,468-469、476-478,,,,
吉林,白山,439,439,,,,,458-459、479,,,,
黑龙江,哈尔滨,451,360-361、364-366、450-451、460-461、463-466、480-481、484,,661-662、664、666,111、180、188、194、198,450-451,,,,,
黑龙江,齐齐哈尔,452,362、452、462、482,,652、668,184、189、197,452、460-462,,,,,
黑龙江,牡丹江,453,363、453、483,,653、665,186、191、193,453、463,,,,,
黑龙江,佳木斯,454,368、454,,654、657、669,187、196,454,,,,,
黑龙江,绥化,455,455、485,,655,192、195,455、465,,,,,
黑龙江,黑河,456,456,,660,182,456,,,,,
黑龙江,大兴安岭,457,457,,,,,,,,,
黑龙江,伊春,458,458,,650,,,,,,,
黑龙江,大庆,459,369、459、469、486、489,,659、667,190、199,459,,,,,
黑龙江,七台河,464,467,,651,,464,,,,,
黑龙江,鸡西,467,367、487,,663,183,458,,,,,
黑龙江,鹤岗,468,468,,658,185,,,,,,
黑龙江,双鸭山,469,488,,656,181,457,,,,,
